"GID"	"INC"	"DIS"	"SEV"	"VSK"	"DON"	"HD"
"00H04J3"	27.5248	1.8666	6.0101	20.4575	1.982	175.2537
"00S0063-1"	59.462	6.548	10.9444	24.3208	8.695	166.8148
"00S0211-29-4"	55.2962	9.5905	17.1641	34.5895	12.6833	168.7117
"00S0240-3"	58.1045	12.1502	20.0796	34.002	6.6082	163.8148
"00S0244-23"	36.1379	3.1371	8.0613	37.5698	8.6899	167.262
"00S0249-9"	49.2401	5.7732	11.7335	22.6829	6.6082	165.8148
"00S0251-6"	45.07	4.3132	10.3077	21.2114	5.1581	165.7051
"00S0292-14"	68.3843	10.0084	16.003	39.6717	16.3371	171.9402
"00S0327-18"	49.2057	5.5565	6.4768	28.7749	7.1872	164.262
"01M88"	65.4764	10.0818	16.6281	49.2901	11.3356	173.8102
"01M96"	48.4099	9.3687	16.7955	35.3007	10.6366	169.8102
"01M97"	49.0433	7.2364	14.3067	43.3424	11.3461	167.954
"01M98"	66.9201	24.5403	26.1753	66.3465	12.3232	169.454
"01S0094-65"	56.4511	6.9085	11.9572	32.6271	7.5622	169.4955
"01S0099-8"	57.1338	2.5652	8.0611	21.0251	3.4445	168.1532
"01S0236-6"	53.0274	3.9065	11.3244	26.7605	6.5751	166.1342
"01S0263-29"	69.9406	5.9116	10.2532	24.2829	5.7087	167.134
"01S0335-4-3"	59.0269	8.59	17.0001	30.655	8.2414	161.7143
"01S0377-6"	63.8879	8.6073	13.2013	27.1342	7.7204	167.847
"01S0380-18"	65.7039	9.9399	14.5868	42.8813	9.9176	165.262
"02S0066-13"	55.6415	7.7544	14.8373	33.6753	12.0815	164.7976
"02S0091-9"	60.5368	8.398	12.603	39.0751	12.0328	167.7736
"02S0170-3"	53.9478	6.4098	11.432	26.0208	5.5685	165.4685
"02S0178-1"	58.6282	9.7135	14.7753	28.6319	7.5725	167.6212
"02S0208-22"	53.1782	6.7826	14.9117	27.7465	9.6239	163.9643
"02S0227-6"	55.981	4.3617	9.3881	24.6573	5.9881	165.8032
"03CBWA3-15"	54.499	2.8264	7.4433	18.6166	3.3039	171.1309
"03CBWC-21"	44.0264	1.1535	4.9465	19.9041	3.7702	168.7309
"03S0119-12"	64.5632	13.9953	18.9436	29.8317	8.3973	167.134
"03S0211-3"	58.9105	10.5006	14.8735	29.8461	6.6201	172.525
"03S0352-22"	39.7785	3.5675	8.5743	26.1865	5.0314	167.2798
"04S0196-1"	58.3235	9.355	14.8281	29.9145	5.8911	169.8584
"04S0202-1"	55.9206	6.908	11.6517	36.4619	6.0651	172.3028
"04S0209-4"	57.8269	9.8949	14.5077	33.3672	9.6839	172.9695
"04S0301-3"	57.809	5.1124	9.4423	28.578	6.1979	172.8028
"04V51A0498"	60.0017	6.4902	11.1355	14.4099	3.7678	173.6917
"05MSP5"	35.9974	4.8193	11.3621	18.9686	8.4164	172.4815
"05S0157-4"	43.476	3.2793	5.061	35.5078	9.2379	167.0525
"05S0242-6"	47.528	9.1689	16.4941	34.7362	12.2128	167.2797
"06MSP3"	56.119	13.6292	26.7662	51.6367	10.1579	165.1428
"06S0157-1"	55.081	5.4918	10.3218	28.3687	11.743	169.3525
"06S0327-1"	62.1202	10.8684	17.761	27.5429	5.9498	167.6161
"07S0018-2"	32.8219	3.4393	7.9821	23.912	7.5045	169.3422
"07S0027-3"	51.7245	6.8041	11.358	24.3138	5.9682	171.1756
"07S0068-11"	50.6621	6.5226	11.7667	28.2484	5.5384	173.7344
"07S0184-11"	54.987	15.9224	22.5614	28.2153	11.4964	171.5089
"07S0203-9"	69.3902	24.6664	31.7397	32.081	9.1439	170.6756
"07S0208-27"	46.5673	5.8611	10.2192	36.7258	8.4334	171.9586
"07S0209-29"	49.8443	4.9372	9.3401	22.8463	5.5058	170.8422
"07S0211-23"	46.8202	3.777	7.377	24.2755	5.8452	171.6252
"07S0274-2"	26.8614	1.9925	5.7326	19.4949	4.878	172.2919
"08S0036-19"	36.8382	3.3569	7.6138	24.2615	3.01	170.4586
"08S0094-9"	49.4518	4.4538	7.8946	24.9102	3.7986	172.1252
"08S0303-16"	51.9291	6.4736	11.6178	28.8811	5.4649	175.4011
"08S0339-23"	50.4687	4.9925	9.7037	19.4769	4.1124	172.9011
"08S0341-15"	54.036	9.8186	15.7244	38.7496	12.6655	172.5677
"08S0347-23"	55.2843	9.2595	14.8811	30.2669	9.9886	173.4011
"09FSP3"	11.3932	6.7067	2.2813	25.4033	4.9464	170.3609
"09S0018-2"	47.3589	3.9993	8.7272	21.9992	11.3966	174.921
"09S0054-5"	44.1311	8.2955	15.219	23.4735	9.6444	172.421
"09S0055-1"	56.6098	7.453	12.5767	23.5513	7.7365	174.2543
"09S0084-14"	50.4941	4.2113	8.8153	23.6571	9.0456	177.2543
"09S0118-10"	48.4588	3.9137	8.5299	31.901	13.4902	176.0877
"09S0306-24"	69.9412	17.2875	35.6893	35.8432	13.0468	167.4483
"09S0311-5"	53.5476	13.4958	18.2842	30.4596	7.1704	165.9068
"10EXP13-16"	53.2401	4.922	10.246	28.1439	7.3514	170.735
"10EXP13-24"	52.195	3.0018	7.4238	19.5031	5.2603	169.0683
"10EXP13-44"	51.1286	2.9886	7.5032	26.7849	3.953	168.0794
"10EXP13-87"	52.195	4.1101	9.1053	23.704	5.5484	171.235
"10EXPSW13-19"	53.2401	11.6305	19.2962	27.7441	7.0627	174.635
"10EXPSW13-28"	48.964	4.2808	9.6933	29.0093	4.5257	168.6461
"10EXPSW13-9"	53.2401	11.7643	19.4684	25.863	12.2202	171.0239
"10S0012-16"	47.5181	7.9706	13.5937	25.6689	5.953	165.2568
"10S0068-11"	76.5948	15.6733	31.7571	25.5758	5.3889	167.4945
"10S0068-2"	55.3819	8.7672	15.5096	30.8862	7.0295	166.7216
"10S0093-20"	53.5476	9.9408	15.8933	31.1347	7.5115	165.5568
"10S0158-15"	55.6037	4.6084	7.1542	26.032	7.9415	167.5945
"10S0176-18"	NA	2.6085	3.9612	26.2777	3.6871	166.4714
"11EXP13-105"	47.8484	2.5391	7.1342	26.2806	6.0035	168.9466
"11EXP13-107"	53.6956	5.4939	11.4749	20.1331	4.1218	173.4466
"11EXP13-43"	38.3499	4.0367	9.4126	24.8179	7.6371	169.1133
"11EXP13-65"	56.5193	11.2743	15.2046	33.7601	12.8731	168.6133
"11EXP13-78"	47.8461	3.3309	8.1526	23.0311	5.4484	168.4466
"12-14-147"	31.1345	3.2391	8.0947	22.189	5.5241	170.9837
"12-14-158"	55.4905	6.0229	10.4679	18.7937	7.2897	171.4837
"12-14-172"	33.3637	3.621	7.9387	26.1125	5.8495	169.0671
"12-14-81"	47.8092	4.411	8.4189	17.3413	5.9252	173.567
"12-14-97"	41.8548	6.0585	11.5037	23.5674	7.2716	171.317
"14-13-106"	55.2843	5.4762	9.9518	21.8103	6.2432	172.9011
"14-13-135"	41.5051	2.9509	7.0778	14.3042	2.2303	177.7344
"14-13-14"	52.2535	8.4299	14.2103	26.7892	7.2783	172.7344
"14-13-21"	40.4015	3.4876	8.3211	19.3277	2.3406	174.0677
"14-13-97"	50.06	6.3874	11.4945	24.9608	5.8513	172.4011
"14X111-106-3"	NA	1.9536	4.0328	16.7466	4.5461	170.6469
"16BCS0001"	44.3123	3.2194	11.0916	23.8748	3.9699	163.9002
"17BCS01"	52.5461	7.9976	12.8219	29.0441	6.9133	164.7568
"17BCS02"	39.4711	1.5124	4.8648	14.9996	4.776	168.8968
"17BCS03"	43.3932	2.9897	7.4691	16.5031	3.8646	169.3568
"17BCS04"	41.9654	3.2962	7.53	22.3666	6.3822	164.9168
"18BCS01"	NA	1.1033	1.0961	29.3465	2.4959	164.1022
"18BCS02"	NA	1.5627	2.6761	19.9477	2.5243	168.8714
"18BCS03"	62.9823	10.4675	25.3204	24.7101	4.538	169.3714
"18BCS04"	62.9823	12.3088	28.3043	23.1461	3.1199	171.1637
"18BCS05"	47.6106	5.266	9.52	24.7101	7.6579	170.0252
"21NP005734"	23.8817	4.4576	5.4448	23.0516	2.9716	166.7471
"21NP005739"	58.189	6.9707	9.214	27.4581	5.2767	169.0543
"21NP005744"	48.6861	8.2225	12.0118	33.0796	9.4649	167.4185
"22NP900047"	63.6732	9.6269	16.139	36.0071	8.5722	168.8105
"22NP900048"	63.6732	10.5044	16.8572	30.0073	7.9781	167.9413
"2375"	52.1919	8.874	16.0828	32.1629	8.3271	167.9755
"2398"	83.9278	33.195	58.4504	50.2506	27.2653	171.4419
"3X1-134FA0067"	50.3337	6.3989	11.831	27.7019	6.9267	168.7843
"8601AE3C"	60.5483	23.0047	34.7167	NA	NA	NA
"9023-FMO4C"	78.5421	45.7409	47.5569	55.0771	NA	NA
"9229G-003B"	24.8982	3.0148	8.6807	43.5571	5.751	173.7964
"93B42-AW3C"	70.5532	11.864	11.4629	37.5339	NA	173.5015
"93B42-V2A"	58.5764	7.077	11.1244	18.2629	6.2539	173.3402
"93B43-AH1A"	48.9246	6.8769	14.4916	37.7124	15.7672	176.6789
"93FBB21"	14.9994	1.9154	9.8456	21.8831	8.4811	172.6123
"93FHB_12"	38.8776	2.9337	6.1364	14.3255	NA	NA
"93FHB_21"	NA	1.2982	11.7857	26.0481	NA	NA
"93FHB_37"	38.4834	4.5406	12.6944	27.5806	NA	NA
"94B15-D9D5"	46.419	8.4202	13.0162	21.2142	2.2455	NA
"94B16-S14A5"	47.2993	6.6008	11.3575	40.0608	3.8787	NA
"94FHB_28"	16.4605	1.5862	7.6182	36.8455	NA	NA
"94FHB_34"	44.4817	8.967	16.1635	21.184	NA	NA
"94FHB_55"	64.6663	13.3514	11.9617	20.1567	NA	NA
"94FHB_9"	53.0728	9.0663	12.9417	41.3758	NA	NA
"95NPY1253"	NA	1.0455	9.0475	16.9583	7.9054	NA
"95NPY1255"	38.4005	0.8877	11.6946	16.121	7.1209	NA
"95NPY1350"	27.8316	0.6694	13.3103	22.4795	5.8989	NA
"960404-03"	56.2511	11.1983	18.9316	48.9416	NA	171.4165
"96B32-AN3C"	50.2854	6.2353	15.7759	19.2974	3.0275	168.3108
"96KEY30"	17.3146	4.2862	10.8098	29.0703	9.6099	NA
"96KEY31"	NA	3.2891	10.4012	31.4677	11.4821	NA
"96KEY37"	58.0629	13.467	24.6471	36.5772	12.0144	NA
"96KEY9"	48.4244	9.0833	16.8904	33.8434	8.2635	NA
"96NPY1329"	24.9255	2.6781	10.0199	33.1527	6.1451	166.3456
"96NPY1370"	NA	0.2423	2.8698	17.1757	2.5087	168.1789
"96NPY1375"	29.4207	3.2289	9.231	22.8952	3.2847	166.6123
"96NPY1439"	59.7961	14.9124	17.6478	27.8824	11.4965	171.1789
"96NPY1506"	56.2279	11.6998	18.2737	37.481	24.4981	173.3456
"96S0356-15"	68.0785	25.2173	33.5725	44.4125	NA	169.4165
"96S0404-03"	54.0733	27.6255	35.8397	55.5778	NA	170.4651
"96S0594-1"	52.0661	14.5305	21.9854	53.4838	8.9403	166.663
"96S0594-2"	51.6134	7.9989	14.7195	37.9997	8.403	168.663
"97EPWB12"	58.8808	16.8294	21.5175	32.5317	16.6411	169.8456
"97EPWB16"	44.5344	5.8013	11.8415	25.3828	11.4965	172.5123
"97NPY3209"	71.056	9.1336	8.8406	25.6032	NA	167.8349
"97NPY3263"	60.3934	3.193	3.4422	16.9512	NA	168.1682
"97NPY3294"	73.8753	14.7426	14.0842	35.4201	NA	168.5015
"97NPY3445"	55.1159	3.8761	4.9041	17.7677	NA	169.1682
"97NPY3449"	60.8289	4.5809	5.3621	20.1275	NA	168.5015
"97S0121-2"	66.9425	21.1301	28.3595	45.0341	8.8644	166.9964
"97S0205-1"	57.5969	12.3675	19.291	44.4595	10.6022	167.663
"97S0254-8-1"	50.6475	15.0539	22.0973	30.4295	10.845	174.6623
"9820191-60"	59.9938	19.7149	30.3131	37.6718	11.6877	171.5232
"98B08A59"	38.2829	3.3983	13.6983	22.4179	4.5549	170.7651
"98B08B111"	17.8385	1.0861	9.4882	23.1238	4.3342	171.7651
"98B19N22"	38.7241	3.7225	12.3423	27.703	6.363	169.7651
"98B19S87"	47.6476	6.7013	15.2916	33.285	7.4137	170.7651
"98B19T99"	40.0236	4.8981	15.998	30.7064	7.2444	170.7651
"98EPWBFHB43"	55.5712	5.9057	7.0889	36.3879	NA	174.8349
"98S0018-06"	54.706	12.066	22.9792	40.2997	9.7418	167.7651
"98S0051-1"	52.5294	11.1151	16.671	42.0663	NA	171.1318
"98S0051-1-14"	76.9959	25.2595	32.6456	50.3843	15.3325	169.7009
"98S0083-12"	60.9198	8.1167	14.5746	28.1065	7.5784	167.1775
"98S0084-11"	41.4751	3.2413	10.7656	20.9176	7.4327	167.7651
"98S0113-20"	62.1092	13.0956	20.4509	28.2145	7.2386	167.6865
"98S0113-20-23"	73.7199	24.6699	32.5617	44.3468	12.4655	166.7009
"98S0146-01"	31.6489	1.1823	7.2064	18.0674	4.5852	168.2651
"98S0191-22"	64.1444	24.6964	34.3764	43.8963	14.7234	170.1565
"98S0191-60-8"	72.687	20.3797	27.465	39.5793	NA	172.1385
"98S0311-17"	47.031	9.3187	16.4651	29.8605	7.6026	169.9775
"98S3015-01"	56.5881	9.3027	19.085	27.1992	7.5358	168.7651
"98T31"	55.7829	5.3012	9.5873	28.0558	NA	NA
"98T311"	51.7328	12.481	24.2622	32.8551	11.1169	174.8565
"98T379"	50.8059	11.7899	21.6648	34.8036	9.4309	174.7232
"99S0006-2"	60.2712	7.1738	12.0996	33.1147	9.3491	170.2537
"99S0024-14"	57.6143	8.6441	15.8771	26.9183	8.1163	166.0775
"99S0030-3-1"	62.5812	8.9125	16.4726	24.4606	6.4759	168.9442
"99S0051-3-1"	66.0122	15.8447	22.6072	41.2859	17.2024	170.2537
"99S0146ES"	48.2552	3.2218	8.4858	25.4142	5.4522	168.342
"99S0178-7"	69.5268	14.0205	20.9914	39.1978	13.2697	168.0642
"99S0196-3"	68.3358	8.5759	14.2431	42.3181	14.6863	168.4642
"99S0347-2"	68.0993	13.9124	20.8642	39.3311	15.2142	168.7975
"99S0362-21"	73.7199	15.5969	22.2315	47.3755	14.4599	169.7009
"99T412"	73.6435	14.3332	13.6904	33.0155	NA	175.5015
"99T413"	73.6163	10.3313	9.7869	31.4349	NA	174.1682
"99TSP115"	74.929	17.8023	16.7825	24.2096	NA	173.1682
"99TSP119"	74.9397	16.2075	15.1533	33.4888	NA	173.5015
"AAC_HODGE"	57.3315	6.1541	10.8675	26.3578	4.7848	169.0886
"AAC_SPIKE"	59.0076	8.0384	12.0613	30.5317	7.4624	168.6497
"AAC_WESTKING"	59.0184	4.0755	7.1707	19.4226	7.4002	170.8442
"AACBRANDON"	57.6911	6.0989	11.7984	22.8838	5.8268	168.0669
"AC-MAJESTIC"	81.5251	32.6595	32.5528	36.2049	NA	NA
"ACBARRIE"	66.6823	11.2869	12.3735	29.1408	NA	171.8349
"ACCORA"	47.3789	7.7761	15.8762	35.2698	8.4668	NA
"ACDOMIAN"	59.0264	11.1937	19.5061	27.6717	NA	NA
"ADA"	54.3777	11.0187	23.339	29.3678	9.4365	170.7232
"ADVANCE"	51.2816	6.4786	8.9367	27.8751	10.1157	168.4339
"ALBIDUM43"	58.0581	14.5704	19.6427	24.8574	8.0099	169.7442
"ALSEN"	52.0771	3.8755	8.8078	19.7318	5.4511	172.3016
"APSMITH"	65.4798	10.7523	19.3892	29.7761	7.8257	169.4912
"ARTEMOWSKA"	56.6258	11.4554	15.8178	28.9256	8.8113	172.8442
"ASCEND-SD"	60.5031	8.5114	16.2905	25.5284	7.3624	169.2589
"ATA81"	43.1578	5.1855	7.2749	27.8345	14.3065	NA
"B90-0270"	42.5614	7.9965	23.8351	27.91	NA	NA
"B91-0228"	43.5561	12.1255	12.6495	34.748	NA	NA
"B92-0058"	61.5428	11.7708	16.1546	26.4878	NA	NA
"BA04-CH-1"	40.4257	2.4877	5.6535	18.6453	3.8532	168.6532
"BA07-DE-19"	49.8057	7.7487	12.6989	26.0647	2.8589	169.9532
"BACUP"	42.9123	4.0173	9.4496	24.0371	5.2087	167.6127
"BB34-CK-1-B-17"	52.2582	3.2975	6.0595	17.4923	2.946	170.1112
"BD76AJ0199"	50.1554	2.9225	6.4804	21.3221	5.088	169.051
"BD94BD0248"	56.5656	8.3348	14.244	27.0087	7.6251	170.7826
"BIGG-RED"	24.9624	1.3721	7.1655	18.8685	3.0936	170.6338
"BIO-08228"	47.614	7.2909	13.4194	22.7333	6.8499	173.1252
"BIO-10200"	52.3558	3.1939	7.6316	20.8247	2.6907	171.1465
"BIO-10550"	50.8827	3.5348	7.5533	25.5655	3.7736	169.8105
"BIO-10588"	41.5266	3.378	5.2865	22.9473	3.6961	170.9945
"BLADE"	44.9262	1.8849	4.9853	19.0411	5.0868	168.9309
"BOOST"	44.8995	4.9718	9.4641	18.8817	4.538	169.7126
"BRAWN-SD"	57.6731	8.4694	18.0814	27.4003	8.1774	168.1083
"BREAKER"	46.4406	1.8447	5.8544	18.2842	5.1831	170.2428
"BRENNAN"	61.3566	2.1666	5.9198	44.1473	13.7726	167.822
"BRICK"	23.3879	1.7144	6.7893	18.7312	3.1845	164.5902
"BRIGGS"	46.4276	6.8342	14.5963	31.3078	7.7569	168.7729
"BROGAN"	47.5047	7.3132	12.986	37.7143	9.3523	169.6698
"BUCKAUSTRAL"	61.2938	13.5682	21.9547	27.6291	8.4958	172.1775
"BUTTE86"	52.772	11.2449	18.1474	31.3469	NA	NA
"BW1025"	45.3852	3.4764	8.3869	24.5042	5.8743	165.8262
"BW1027"	49.4387	5.2777	8.5934	25.2867	6.0539	168.3954
"BW1045"	31.7977	0.6824	3.7006	18.438	3.3503	164.6968
"BW1046"	41.629	2.0133	15.3995	20.5322	3.4083	166.5568
"BW1048"	39.4711	6.6386	12.7731	25.5785	7.2955	166.3468
"BW1049"	36.5011	2.8132	6.1097	22.5459	6.3747	166.883
"BW1053"	NA	1.322	1.0552	26.9147	3.9708	167.4329
"BW1054"	33.5115	4.2978	7.0583	27.0749	3.9708	165.8868
"BW1067"	52.2587	3.1525	3.7853	26.5883	9.9269	166.6129
"BW1069"	NA	3.1715	5.4212	23.5058	4.2544	166.4783
"BW1094"	44.5859	4.806	10.4482	20.3119	4.5997	167.0679
"BW156"	33.3081	5.7053	13.8515	NA	NA	NA
"BW173"	71.2548	22.9681	25.4957	25.7209	NA	NA
"BW174"	94.5349	29.07	24.7865	31.5809	NA	NA
"BW191"	67.5556	17.467	21.6118	20.5278	NA	NA
"BW252"	39.2121	11.3262	25.7305	44.5641	NA	NA
"BW259"	63.6296	14.8704	23.8596	29.8337	10.9535	170.1898
"BW270"	59.1423	9.3496	20.2063	25.261	7.7108	171.4293
"BW306"	55.4263	8.7768	18.1317	28.8082	11.3633	172.204
"BW307"	57.6384	9.5737	16.4417	20.6787	NA	172.9165
"BW308"	32.1475	5.1989	12.2472	27.622	4.0774	167.2297
"BW310"	26.5714	2.294	7.1369	16.1254	2.6109	169.463
"BW311"	62.2161	9.4375	13.9167	33.5265	3.8466	169.463
"BW312"	38.2691	3.3847	8.6936	27.2288	4.086	166.9964
"BW313"	71.8511	37.1985	34.9129	34.393	7.3355	169.704
"BW314A"	70.1726	25.5215	33.3482	42.292	NA	170.4165
"BW341"	52.5287	7.65	12.9764	29.1048	NA	172.1318
"BW342"	39.4129	5.4798	11.1825	23.5841	6.482	167.2009
"BW346"	26.314	2.1789	7.8697	24.149	NA	172.2985
"BW361"	85.3748	15.7593	18.3408	28.5675	7.4793	170.2537
"BW362"	61.3566	5.5222	10.9631	23.4387	8.5845	172.322
"BW364"	63.1574	13.5111	19.9792	37.3173	8.6012	170.2537
"BW365"	69.9406	10.2124	17.5299	20.907	5.0434	170.3801
"BW367"	68.8394	12.8798	17.8994	28.5675	8.9751	172.7537
"BW379"	70.3802	3.249	6.6553	14.6525	6.2327	167.2009
"BW396"	54.8389	7.4154	11.5634	23.5069	6.7995	169.7109
"BW415"	46.6817	3.7429	8.4962	14.9048	7.0088	169.3724
"BW427"	48.5263	3.2909	6.7043	32.3787	9.7265	167.2147
"BW429"	48.5559	7.2069	14.6267	26.6817	6.0281	172.3257
"BW430"	NA	0.0937	2.2448	7.6281	4.2706	170.234
"BW431"	42.6787	5.4747	12.205	30.4341	7.7536	167.8685
"BW464"	46.4307	4.8863	10.7746	22.3514	5.3261	NA
"BW483"	51.9122	4.6653	7.734	24.4978	6.2682	166.667
"BW484"	46.3956	7.4139	12.5609	29.8055	8.4398	NA
"BW485"	39.3475	4.0115	9.3576	21.664	3.1555	167.4087
"BW499"	42.2535	3.5704	8.497	39.7504	5.1152	167.0384
"BW5043"	47.6106	12.8317	33.8961	17.1678	4.2544	169.8868
"BW5060"	43.1731	6.5891	12.5531	28.6928	NA	167.9699
"BW5095"	60.5642	6.7028	11.2088	18.0216	6.0917	170.7942
"BW688"	102.2587	37.8105	30.3212	42.332	NA	NA
"BW693"	67.362	20.2663	27.4727	39.6609	NA	NA
"BW748"	40.2702	15.2821	30.8201	42.4466	NA	NA
"BW828"	49.0573	8.0738	14.8994	28.8573	NA	175.2778
"BW864"	73.7199	5.7366	9.7999	28.1453	12.8394	167.7009
"BW871"	37.4657	4.9389	11.2199	22.7024	4.6269	170.8173
"BW872"	49.6075	11.3105	17.2032	49.1604	3.1653	168.6532
"BW873"	61.3566	3.9803	8.739	26.6991	13.1842	171.322
"BW897"	43.4935	2.0434	7.1818	16.4036	4.4626	168.6955
"BW914"	64.6117	12.3187	31.709	17.4923	3.8992	170.9683
"BW928"	49.2887	4.0048	9.2863	24.4335	5.9422	169.0615
"BW961"	45.6759	5.0481	9.891	26.6065	3.4555	167.1484
"BW994"	71.4611	13.3877	20.9672	37.322	11.3411	168.3185
"BZ-998-447W"	61.6704	30.4888	38.8136	49.9997	NA	170.7457
"BZ-999-592"	90.7682	27.7374	29.765	50.5349	14.2107	175.2537
"BZ901-543W"	76.9959	33.2274	41.6293	35.1119	13.9613	168.7009
"BZ901-658-J"	64.6117	17.2627	33.8119	29.237	5.8921	165.1694
"BZ901-678-G"	64.6117	19.3935	30.6633	32.1477	6.2387	169.2631
"BZ901-717"	66.5521	21.0425	35.7512	60.1028	9.919	167.0724
"BZ903-513W"	61.3566	32.3197	44.1715	28.6269	14.976	170.822
"BZ984-334"	57.6195	23.4881	28.8296	NA	NA	NA
"BZ988-351"	52.4177	13.5292	20.9994	NA	NA	NA
"CA-03-937"	69.629	19.3851	27.5105	40.3626	9.3182	168.2975
"CA-801-706"	64.7498	22.0804	27.921	45.2987	25.4226	172.4108
"CA-801-715"	66.5033	25.5437	28.9616	56.0589	27.8768	171.7442
"CA-801-717"	50.4868	10.7135	19.3273	41.2724	12.6389	171.3372
"CA-801-721"	64.4569	23.3602	28.487	49.5843	25.7928	171.8442
"CA-801-748"	59.2736	15.4369	25.4709	45.9468	12.976	171.7651
"CA-804-744"	60.9192	15.9677	22.9161	36.3977	31.9977	170.8148
"CA-804-745"	55.0111	12.1078	20.1832	36.897	37.9104	170.8148
"CA-804-746"	63.353	18.1952	25.8804	48.4138	31.6499	170.8148
"CA-901-580W"	50.9786	4.0005	8.4911	35.1257	NA	169.7985
"CA-901-590W"	60.3678	11.9992	20.5527	30.8868	13.461	166.6108
"CA-901-712"	64.0825	19.046	25.1354	34.993	8.6614	165.4846
"CA-904-742"	53.4124	6.8158	12.3364	29.191	10.9686	173.0342
"CA-904-743"	61.1468	17.1741	25.9384	42.2458	8.3807	168.0342
"CA-905-751"	73.7199	31.4383	40.7749	44.3468	26.8007	172.7009
"CA-905-753"	NA	0.9851	8.7755	22.7079	2.0092	170.9287
"CA-905-754"	NA	1.6397	6.8967	11.9266	2.7211	167.9287
"CA-905-755"	37.1982	2.5367	10.6031	19.7202	6.4253	168.5953
"CA-907-824"	53.3234	6.2843	12.4818	39.3102	12.1155	170.2719
"CA-907-830"	40.6262	2.1982	6.0236	21.5382	5.9376	160.5754
"CA-907-834"	55.4432	6.359	13.1952	26.8378	9.9827	168.9719
"CA-907-835"	NA	0.4134	3.2287	20.7579	4.807	168.7417
"CA-908-801"	56.8923	7.8876	12.7556	25.8209	10.2733	167.7314
"CA-908-802"	47.2112	4.0541	8.5943	24.9394	7.4392	167.8399
"CA-908-869"	57.2844	8.7298	14.1166	33.2602	9.3098	167.6177
"CA-908-870"	52.6784	10.5317	16.3409	33.723	8.7433	168.3399
"CA-908-874"	56.4415	8.3274	12.6704	34.4468	5.9613	168.051
"CA803-737"	59.1199	25.9371	36.5394	35.2589	13.813	171.5953
"CA806-804"	67.1285	17.6868	28.6346	60.7576	14.0692	171.8032
"CA806-805"	60.846	17.7876	24.1172	56.579	14.3435	171.6032
"CA806-806"	53.2153	12.0365	20.6637	49.0515	10.78	170.6532
"CA806-807"	54.2608	12.7356	23.8255	63.5568	15.9808	169.0032
"CA807-806"	57.0344	11.9784	19.7514	28.7133	14.8459	164.5199
"CA807-808"	61.0567	20.7744	30.8777	28.1505	17.9744	165.9921
"CA807-810"	51.3664	9.6658	19.8238	33.7388	13.7398	162.5754
"CHRIS"	53.157	13.7049	24.6551	41.8583	11.4146	170.1652
"CI14371"	50.5474	12.8415	19.5663	31.7701	6.5683	170.9282
"CROMWELL"	55.3068	11.5238	19.2881	21.0253	5.3551	172.3156
"D011501"	59.1874	14.5305	21.5144	50.3293	19.5636	169.7964
"D011502"	65.5921	19.6259	26.9521	47.2977	7.5303	169.563
"D011503"	60.5199	15.4549	24.2754	40.2929	7.0091	170.1839
"D011504"	66.093	17.5894	24.6386	42.9536	14.4314	169.563
"D011505"	62.2054	14.2406	20.929	44.5003	14.2658	173.563
"D011506"	62.7896	18.5735	26.5602	46.2737	18.9681	171.563
"D011508"	59.2023	15.2852	23.4224	38.5169	14.1552	170.4108
"D011509"	51.6603	5.4118	11.7458	31.4455	9.2296	171.8442
"D011510"	52.3722	5.9003	10.8745	29.0939	8.435	171.2775
"D011511"	58.1615	6.8646	13.5029	31.833	7.69	172.2775
"D011512"	63.807	14.2981	24.0953	42.9113	10.1332	171.2651
"D011515"	56.7956	14.3178	26.04	47.9093	12.9347	170.8568
"D011521"	61.3353	11.1753	20.6285	41.7809	10.4834	170.7651
"D011525"	47.3657	5.5364	11.1717	27.534	9.4552	172.6108
"D011527"	48.2441	7.8127	19.1382	38.9867	9.2493	170.8568
"D87-240"	38.3331	5.9721	16.9864	40.1854	14.1211	NA
"D901155"	49.2326	8.7101	19.2697	44.0595	15.7841	NA
"D91103"	95.4513	75.9176	34.1596	41.7902	NA	NA
"D940098"	63.3113	18.6085	30.8243	41.7306	43.5458	176.2789
"D941229"	58.0946	10.1623	20.1856	43.2946	55.4281	174.9456
"D941515"	56.3969	12.5886	22.1775	42.228	46.2395	174.3456
"D95565"	60.3133	14.9407	21.0447	44.8877	11.6822	171.7949
"D96596"	63.2211	16.8534	22.6567	54.88	11.6096	172.5949
"D96622"	60.788	14.3502	19.926	44.8524	8.6371	170.7949
"DAPPS"	47.2614	10.6611	24.0289	32.9476	11.5492	171.8232
"DG012166"	61.8836	15.6541	22.7482	36.9921	13.7037	171.7051
"DG013141"	62.2235	10.1227	18.5217	32.0895	9.2395	169.9606
"DG014152"	67.612	10.3948	16.5731	29.141	11.3678	169.4198
"DH98031"	71.9219	18.871	18.217	45.8821	NA	172.1682
"DH98052"	72.2341	19.1275	18.4521	35.166	NA	172.5015
"DH98053"	70.7514	15.4906	15.2584	39.5147	NA	174.8349
"DH98069"	66.068	14.668	17.5201	41.211	7.3101	170.6649
"DRIVER"	38.1945	3.1808	6.7105	23.2955	6.1053	167.5042
"EDGE"	64.6117	10.9702	17.2224	27.7563	7.7984	168.7162
"EMBER"	30.5925	2.5342	8.3331	24.3913	NA	NA
"ENTRY_221"	61.1121	18.1088	26.8133	40.5305	NA	172.9165
